Iteration,BatchSize,CreateTable,CreateTableTime,BulkCopyTime,SelectTime,ExecutionPlan,
       348,              1,           9,         5,    regular,    17200,"HashAggregate Seq Scan"
       349,              1,          10,         5,    regular,    17200,"HashAggregate Seq Scan"
       350,              1,          10,         5,    regular,    17200,"HashAggregate Seq Scan"
       351,              2,          17,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       352,              1,          20,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       353,              1,          18,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       354,              1,          18,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       355,              1,          18,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       356,              1,          18,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       357,              1,          18,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       358,              1,          18,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       359,              1,           9,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       360,              2,           8,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       361,              1,           8,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       362,              1,           8,         7,   unlogged,    17200,"HashAggregate Seq Scan"
       363,              1,          21,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       364,              1,          20,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       365,              1,          19,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       366,              1,          21,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       367,              1,          19,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       368,              1,          20,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       369,              1,          15,        13,   unlogged,    17200,"HashAggregate Seq Scan"
       370,              2,          15,         7,   unlogged,    17200,"HashAggregate Seq Scan"
       371,              1,          10,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       372,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       373,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       374,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       375,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       376,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       377,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       378,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       379,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       380,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       381,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       382,              1,           8,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       383,              1,          18,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       384,              1,           8,         5,   unlogged,    17200,"HashAggregate Seq Scan"
       385,              1,           9,         6,   unlogged,    17200,"HashAggregate Seq Scan"
       386,              1,           9,         5,   unlogged,    17200,"HashAggregate Seq Scan"
